Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,82.120003,82.989998,81.769997,82.019997,58.203526,2273600
2012-01-04,80.949997,81.449997,80.370003,80.910004,57.415882,2242700
2012-01-05,80.660004,80.680000,79.050003,80.070000,56.819771,2616100
2012-01-06,80.410004,80.410004,79.650002,79.980003,56.755913,4274300
2012-01-09,80.349998,80.349998,79.760002,80.040001,56.798489,1861500
2012-01-10,80.629997,81.199997,80.360001,80.620003,57.210094,1846700
2012-01-11,80.489998,81.129997,80.489998,80.779999,57.323616,1245900
2012-01-12,81.120003,81.769997,80.760002,81.690002,57.969402,1822300
2012-01-13,81.160004,81.529999,80.800003,81.519997,57.848740,1475600
2012-01-17,82.050003,82.099998,81.349998,81.639999,57.933903,1953700
2012-01-18,81.589996,82.279999,81.339996,82.279999,58.388062,1155900
2012-01-19,82.250000,83.709999,81.849998,83.709999,59.402813,1959400
2012-01-20,83.150002,83.440002,82.540001,82.779999,58.742863,2461700
2012-01-23,82.830002,82.860001,81.900002,82.540001,58.572544,1716700
2012-01-24,82.550003,82.809998,82.120003,82.239998,58.359669,1139000
2012-01-25,82.040001,82.269997,81.250000,81.730003,57.997749,2421500
2012-01-26,82.470001,82.949997,81.290001,82.470001,58.522884,2733700
2012-01-27,82.000000,82.550003,81.660004,82.019997,58.203526,1952500
2012-01-30,81.320000,82.129997,81.290001,82.010002,58.196465,3109900
2012-01-31,82.199997,82.400002,81.699997,82.320000,58.416428,2878600
2012-02-01,82.540001,83.720001,82.260002,83.519997,59.267986,2114100
2012-02-02,83.559998,83.699997,82.900002,83.169998,59.019600,1298800
2012-02-03,83.410004,84.730003,83.250000,84.589996,60.027302,3366800
2012-02-06,84.379997,85.400002,84.339996,85.250000,60.495636,2028300
2012-02-07,85.000000,86.639999,85.000000,86.629997,61.474945,2871300
2012-02-08,86.570000,87.709999,86.139999,87.639999,62.191666,3394000
2012-02-09,87.660004,88.070000,87.400002,88.010002,62.454216,2865000
2012-02-10,87.129997,87.720001,87.000000,87.510002,62.099403,1928200
2012-02-13,87.639999,88.250000,86.980003,88.230003,62.610325,2583400
2012-02-14,87.730003,88.550003,87.660004,88.449997,62.766422,1676700
2012-02-15,87.680000,87.919998,86.769997,86.930000,61.687817,3474000
2012-02-16,86.849998,87.209999,86.059998,86.400002,61.311722,2298500
2012-02-17,86.720001,88.309998,86.620003,87.989998,62.440006,2734000
2012-02-21,87.860001,87.900002,86.790001,87.150002,61.843929,1738700
2012-02-22,87.339996,88.089996,87.260002,87.620003,62.177471,1241400
2012-02-23,87.809998,88.389999,87.570000,88.290001,62.652905,7431200
2012-02-24,88.480003,90.150002,88.400002,89.529999,63.532841,7279200
2012-02-27,89.519997,90.000000,89.080002,89.410004,63.447681,2905000
2012-02-28,88.849998,88.860001,88.000000,88.699997,63.655815,1866000
2012-02-29,88.879997,89.309998,88.389999,88.410004,63.447689,2832200
2012-03-01,88.610001,88.970001,88.139999,88.370003,63.418972,1608300
2012-03-02,88.400002,89.050003,88.300003,88.500000,63.512280,1334200
2012-03-05,89.019997,89.080002,88.559998,88.680000,63.641441,1458500
2012-03-06,87.980003,88.839996,87.680000,87.779999,62.995556,1442200
2012-03-07,87.809998,88.070000,87.410004,87.959999,63.124733,1280500
2012-03-08,88.570000,89.000000,88.260002,88.379997,63.426155,1159400
2012-03-09,88.820000,89.120003,88.220001,88.910004,63.806534,1177800
2012-03-12,88.709999,89.290001,88.620003,89.000000,63.871098,1113600
2012-03-13,89.379997,89.709999,88.800003,89.650002,64.337555,1626500
2012-03-14,89.860001,91.010002,89.779999,90.419998,64.890144,2039300
2012-03-15,90.400002,90.680000,89.930000,90.300003,64.804047,1382000
2012-03-16,90.300003,90.500000,89.250000,89.320000,64.100754,2116300
2012-03-19,88.919998,89.690002,88.889999,89.559998,64.272995,900000
2012-03-20,89.290001,89.559998,88.639999,89.339996,64.115112,1355500
2012-03-21,89.309998,89.720001,89.260002,89.449997,64.194046,1289800
2012-03-22,89.120003,89.660004,88.839996,89.400002,64.158173,1412400
2012-03-23,89.599998,89.879997,89.199997,89.769997,64.423706,1032600
2012-03-26,90.230003,90.769997,90.089996,90.639999,65.048065,1340000
2012-03-27,90.639999,91.089996,90.550003,90.849998,65.198753,1119700
2012-03-28,90.779999,91.080002,89.320000,89.690002,64.366280,1353700
2012-03-29,89.470001,89.690002,88.830002,89.629997,64.323219,1331500
2012-03-30,90.000000,90.160004,89.599998,89.860001,64.488297,1275100
2012-04-02,89.410004,91.610001,89.410004,91.160004,65.421227,1678000
2012-04-03,91.019997,91.419998,90.650002,91.070000,65.356667,1257700
2012-04-04,90.860001,90.949997,90.260002,90.339996,64.832771,1632700
2012-04-05,90.040001,90.769997,89.830002,90.150002,64.696404,1808400
2012-04-09,89.360001,89.360001,88.709999,88.739998,63.684521,1331600
2012-04-10,88.500000,88.639999,87.669998,87.669998,62.916622,1441100
2012-04-11,88.370003,88.949997,88.230003,88.489998,63.505112,1386800
2012-04-12,88.800003,90.410004,88.699997,90.169998,64.710747,1467900
2012-04-13,89.930000,90.589996,89.290001,89.300003,64.086403,1481300
2012-04-16,89.550003,89.800003,89.080002,89.570000,64.280167,2807200
2012-04-17,89.540001,90.779999,89.029999,90.599998,65.019341,1373200
2012-04-18,90.290001,90.769997,89.930000,90.370003,64.854301,946800
2012-04-19,90.699997,90.970001,90.029999,90.339996,64.832771,1500100
2012-04-20,90.449997,91.239998,90.320000,90.839996,65.191582,1118800
2012-04-23,89.989998,90.739998,89.940002,90.529999,64.969109,1414300
2012-04-24,90.629997,91.290001,90.529999,91.129997,65.399673,1291400
2012-04-25,91.739998,91.889999,90.620003,90.980003,65.292046,1843400
2012-04-26,91.410004,92.239998,91.110001,91.699997,65.808754,1976200
2012-04-27,92.080002,92.089996,91.199997,91.300003,65.521729,1526500
2012-04-30,91.099998,91.099998,90.459999,90.540001,64.976273,1146200
2012-05-01,90.610001,91.019997,90.160004,90.550003,64.983482,1629300
2012-05-02,89.709999,90.290001,89.709999,90.080002,64.646164,2000800
2012-05-03,89.830002,90.080002,89.230003,89.470001,64.208412,1459400
2012-05-04,89.279999,89.550003,87.830002,87.830002,63.031437,2082600
2012-05-07,87.779999,88.110001,86.980003,87.309998,62.658264,2172100
2012-05-08,86.989998,87.220001,86.250000,87.129997,62.529114,1669100
2012-05-09,86.529999,86.910004,85.919998,85.949997,61.682266,1756900
2012-05-10,86.589996,86.910004,86.000000,86.120003,61.804245,1317200
2012-05-11,86.180000,86.330002,85.169998,85.209999,61.151218,1919300
2012-05-14,84.660004,85.400002,84.169998,85.199997,61.144039,1186500
2012-05-15,85.029999,85.370003,84.419998,84.589996,60.706245,1403600
2012-05-16,84.930000,85.320000,84.290001,84.330002,60.519684,1319000
2012-05-17,84.220001,84.300003,82.779999,82.830002,59.443195,1398700
2012-05-18,83.160004,83.779999,82.599998,82.779999,59.407291,1563200
2012-05-21,83.250000,83.660004,82.519997,83.629997,60.017292,1250100
2012-05-22,83.599998,84.230003,83.089996,83.690002,60.060371,1532600
2012-05-23,83.370003,83.480003,82.190002,83.349998,59.816353,1572500
2012-05-24,83.580002,83.580002,82.510002,83.370003,59.830715,5978900
2012-05-25,83.250000,83.620003,82.620003,82.709999,59.357075,6308500
2012-05-29,83.290001,83.690002,82.830002,83.660004,60.038822,7994200
2012-05-30,82.400002,83.250000,81.519997,82.800003,60.140537,1959200
2012-05-31,82.739998,83.470001,82.620003,82.800003,60.140537,1613900
2012-06-01,81.639999,82.019997,81.010002,81.220001,58.992912,1797300
2012-06-04,81.230003,81.959999,80.440002,81.050003,58.869427,1506700
2012-06-05,80.809998,80.919998,80.139999,80.820000,58.702385,1416600
2012-06-06,81.790001,82.440002,81.279999,82.379997,59.835453,3648700
2012-06-07,83.040001,83.650002,82.690002,83.150002,60.394737,1777100
2012-06-08,82.940002,83.410004,82.650002,83.290001,60.496414,1117400
2012-06-11,83.790001,83.790001,82.389999,82.459999,59.893566,886400
2012-06-12,83.080002,83.790001,82.750000,83.370003,60.554543,1475000
2012-06-13,82.970001,83.440002,82.400002,82.669998,60.046085,1132900
2012-06-14,82.849998,83.599998,82.440002,83.330002,60.525478,1358200
2012-06-15,83.379997,83.889999,83.169998,83.449997,60.612644,1708000
2012-06-18,83.480003,84.839996,83.339996,84.760002,61.564133,1500800
2012-06-19,85.019997,85.610001,84.440002,85.300003,61.956360,1498700
2012-06-20,85.160004,85.269997,84.120003,84.540001,61.404369,1156900
2012-06-21,85.180000,85.529999,84.269997,84.370003,61.280849,1618200
2012-06-22,84.730003,85.500000,84.220001,85.349998,61.992672,1567400
2012-06-25,84.669998,85.250000,84.169998,84.250000,61.193699,1532200
2012-06-26,84.559998,84.680000,83.150002,83.379997,60.561790,1480900
2012-06-27,83.430000,85.180000,83.430000,84.910004,61.673092,1245800
2012-06-28,84.089996,84.750000,83.459999,84.529999,61.397102,1049700
2012-06-29,86.000000,87.089996,86.000000,87.080002,63.249241,2172800
2012-07-02,87.320000,87.650002,86.510002,87.160004,63.307354,1088000
2012-07-03,87.220001,87.510002,87.089996,87.510002,63.561562,1076400
2012-07-05,87.160004,87.540001,86.849998,87.000000,63.191124,1738700
2012-07-06,86.430000,87.000000,86.110001,86.860001,63.089432,893000
2012-07-09,86.889999,87.550003,86.820000,87.389999,63.474422,1384000
2012-07-10,87.669998,88.230003,86.709999,87.019997,63.205666,963200
2012-07-11,87.099998,87.300003,86.519997,86.839996,63.074909,1402100
2012-07-12,86.410004,86.610001,85.650002,86.019997,62.479321,1610200
2012-07-13,86.129997,87.330002,86.099998,87.250000,63.372700,1378300
2012-07-16,87.010002,87.220001,86.160004,87.139999,63.292831,1118300
2012-07-17,87.139999,87.809998,86.720001,87.430000,63.503456,1300400
2012-07-18,87.400002,88.669998,87.269997,88.599998,64.353264,1154000
2012-07-19,88.800003,88.800003,87.769997,88.510002,64.287880,1234700
2012-07-20,88.070000,88.489998,87.379997,87.709999,63.706806,1348300
2012-07-23,86.900002,87.290001,86.570000,86.910004,63.125767,1541200
2012-07-24,87.489998,89.160004,86.930000,87.790001,63.764927,2029800
2012-07-25,88.120003,88.220001,86.559998,87.680000,63.685040,2346300
2012-07-26,88.650002,88.870003,87.959999,88.550003,64.316940,1356800
2012-07-27,88.739998,90.510002,88.650002,90.199997,65.515388,1495600
2012-07-30,89.589996,89.849998,88.779999,89.080002,64.701912,1482300
2012-07-31,89.180000,89.610001,88.970001,89.269997,64.839920,2256200
2012-08-01,89.860001,90.000000,88.800003,88.959999,64.614738,3683000
2012-08-02,88.739998,88.830002,87.470001,88.449997,64.244316,1395600
2012-08-03,89.430000,89.559998,88.470001,89.389999,64.927048,1046300
2012-08-06,89.610001,89.839996,88.940002,88.989998,64.636520,837900
2012-08-07,89.440002,90.500000,89.120003,90.320000,65.602539,1330200
2012-08-08,90.250000,91.000000,89.709999,90.889999,66.016541,1084200
2012-08-09,90.480003,90.629997,90.000000,90.540001,65.762344,1066900
2012-08-10,90.349998,91.150002,90.199997,91.029999,66.118240,1010900
2012-08-13,90.709999,91.180000,90.540001,91.120003,66.183632,1079700
2012-08-14,91.190002,91.680000,90.900002,91.349998,66.350677,1086300
2012-08-15,90.989998,91.690002,90.720001,91.510002,66.466888,763400
2012-08-16,91.519997,92.239998,91.330002,92.050003,66.859123,4808000
2012-08-17,92.339996,92.500000,91.779999,92.400002,67.113358,1574200
2012-08-20,92.120003,93.500000,92.120003,93.320000,67.781570,1570200
2012-08-21,93.709999,93.989998,93.110001,93.800003,68.130196,1868700
2012-08-22,93.470001,93.500000,92.669998,93.029999,67.570930,1614100
2012-08-23,93.000000,93.000000,91.699997,92.199997,66.968079,1423600
2012-08-24,91.760002,92.680000,91.699997,92.449997,67.149658,1483800
2012-08-27,92.639999,93.000000,92.209999,92.279999,67.026176,945600
2012-08-28,91.860001,92.699997,91.379997,92.480003,67.171432,1817900
2012-08-29,92.550003,92.750000,91.820000,91.919998,66.764694,969800
2012-08-30,91.029999,91.320000,90.519997,90.930000,66.772041,908300
2012-08-31,91.370003,91.760002,90.769997,91.139999,66.926247,1087400
2012-09-04,91.190002,91.389999,90.010002,90.529999,66.478317,959200
2012-09-05,90.440002,91.580002,90.339996,91.529999,67.212631,1401900
2012-09-06,92.000000,92.849998,91.599998,92.830002,68.167244,1220600
2012-09-07,92.809998,92.980003,92.029999,92.180000,67.689949,1161600
2012-09-10,91.790001,92.480003,91.720001,92.029999,67.579781,719400
2012-09-11,92.000000,92.500000,91.830002,92.239998,67.733994,969100
2012-09-12,92.489998,92.940002,92.260002,92.419998,67.866173,1086400
2012-09-13,92.430000,93.449997,91.949997,93.129997,68.387558,1325200
2012-09-14,93.139999,93.199997,92.019997,92.519997,67.939606,1782200
2012-09-17,92.290001,92.949997,92.000000,92.209999,67.711975,4665600
2012-09-18,91.930000,92.089996,91.059998,91.769997,67.388908,1339200
2012-09-19,91.720001,92.349998,91.559998,92.239998,67.733994,1353300
2012-09-20,91.730003,91.889999,91.120003,91.180000,66.955627,1574100
2012-09-21,91.349998,91.739998,91.050003,91.290001,67.036407,2995900
2012-09-24,91.349998,91.489998,90.389999,91.040001,66.852829,1503800
2012-09-25,91.199997,91.889999,91.050003,91.500000,67.190613,1899400
2012-09-26,91.489998,92.669998,91.489998,91.910004,67.491684,1185600
2012-09-27,92.180000,92.500000,91.430000,92.459999,67.895538,1424400
2012-09-28,92.279999,93.699997,92.080002,93.379997,68.571152,1780600
2012-10-01,93.370003,93.980003,93.059998,93.440002,68.615196,1707700
2012-10-02,93.550003,93.699997,92.279999,93.160004,68.409599,1382100
2012-10-03,93.279999,93.650002,92.830002,93.089996,68.358192,1326800
2012-10-04,93.580002,94.589996,93.500000,94.519997,69.408249,1359300
2012-10-05,94.800003,94.900002,94.129997,94.370003,69.298134,1172800
2012-10-08,94.199997,94.589996,94.000000,94.010002,69.033775,628600
2012-10-09,94.070000,94.820000,93.709999,93.720001,68.820793,806100
2012-10-10,93.820000,93.820000,92.480003,92.709999,68.079140,1000700
2012-10-11,93.190002,93.440002,92.699997,92.720001,68.086487,533400
2012-10-12,93.059998,93.889999,92.500000,92.959999,68.262703,969200
2012-10-15,92.750000,92.940002,92.419998,92.500000,67.924919,1258100
2012-10-16,92.860001,93.410004,92.709999,93.370003,68.563766,1162800
2012-10-17,93.629997,93.980003,93.239998,93.580002,68.717987,1004600
2012-10-18,93.580002,94.400002,93.190002,94.320000,69.261406,1165700
2012-10-19,94.209999,94.300003,92.690002,92.889999,68.211311,1518900
2012-10-22,92.650002,93.110001,92.000000,92.769997,68.123184,762800
2012-10-23,92.279999,92.440002,91.389999,91.949997,67.521034,1222400
2012-10-24,92.089996,94.959999,92.089996,93.919998,68.967667,2011200
2012-10-25,94.519997,94.730003,92.809998,93.550003,68.695953,1111700
2012-10-26,92.860001,93.680000,92.260002,92.839996,68.174606,1469000
2012-10-31,94.449997,94.540001,93.029999,93.669998,68.784088,1171500
2012-11-01,93.769997,94.860001,93.660004,94.190002,69.165939,1189100
2012-11-02,94.500000,94.800003,93.500000,93.720001,68.820793,2363400
2012-11-05,93.489998,94.400002,92.849998,94.099998,69.099838,1712100
2012-11-06,94.150002,95.919998,93.879997,94.870003,69.665276,1879700
2012-11-07,92.489998,93.370003,89.379997,91.150002,66.933586,3714000
2012-11-08,89.269997,90.980003,89.269997,89.919998,66.030365,1773500
2012-11-09,89.500000,90.760002,89.160004,89.980003,66.074425,1782200
2012-11-12,89.820000,90.139999,89.089996,89.809998,65.949608,1550800
2012-11-13,89.070000,91.070000,89.000000,90.180000,66.221291,2297200
2012-11-14,90.470001,90.589996,87.879997,88.110001,64.701248,1932600
2012-11-15,88.019997,88.540001,87.080002,87.580002,64.312050,1551800
2012-11-16,87.830002,88.750000,87.209999,88.459999,64.958267,1651800
2012-11-19,88.830002,90.500000,88.650002,90.480003,66.441605,2026200
2012-11-20,90.489998,90.580002,89.320000,90.180000,66.221291,1516000
2012-11-21,90.500000,90.790001,90.309998,90.510002,66.463646,860300
2012-11-23,90.739998,91.900002,90.669998,91.830002,67.432938,652300
2012-11-26,92.309998,93.360001,91.750000,93.290001,68.505043,2015200
2012-11-27,93.120003,94.000000,92.730003,93.099998,68.365517,1824100
2012-11-28,92.550003,93.699997,91.849998,93.699997,68.806107,1621900
2012-11-29,92.500000,93.419998,92.089996,93.040001,69.170395,2116000
2012-11-30,93.339996,94.099998,93.040001,93.300003,69.363686,1651400
2012-12-03,93.250000,93.430000,91.540001,91.550003,68.062668,1782300
2012-12-04,91.360001,92.300003,91.250000,91.480003,68.010605,2098500
2012-12-05,91.629997,92.080002,90.699997,91.529999,68.047783,1860800
2012-12-06,91.580002,91.940002,90.800003,91.480003,68.010605,1678000
2012-12-07,91.580002,92.000000,91.150002,91.900002,68.322868,1064200
2012-12-10,91.750000,92.699997,91.540001,92.410004,68.702034,1183200
2012-12-11,92.720001,93.000000,91.910004,92.000000,68.397232,1380400
2012-12-12,92.309998,92.750000,91.690002,91.809998,68.255966,1505100
2012-12-13,91.510002,91.660004,89.809998,89.989998,66.902885,2434700
2012-12-14,90.000000,90.059998,88.839996,88.959999,66.137131,1697000
2012-12-17,89.190002,90.779999,88.790001,90.419998,67.222572,1670700
2012-12-18,90.540001,93.010002,90.400002,92.930000,69.088631,5676100
2012-12-19,92.970001,93.669998,92.190002,92.910004,69.073746,1932400
2012-12-20,92.500000,92.970001,91.900002,92.500000,68.768929,2310500
2012-12-21,91.190002,93.470001,91.169998,93.129997,69.237312,3926200
2012-12-24,93.150002,93.150002,92.519997,92.769997,68.969673,656800
2012-12-26,92.769997,93.180000,92.000000,92.029999,68.419525,979700
2012-12-27,92.089996,92.989998,91.720001,92.830002,69.014267,1733800
2012-12-28,92.279999,92.639999,91.089996,91.339996,67.906532,1612200
2012-12-31,90.800003,92.400002,89.720001,92.290001,68.612823,1999200
2013-01-02,93.790001,94.169998,92.580002,93.269997,69.341377,2245600
2013-01-03,93.519997,94.309998,93.070000,93.550003,69.549553,1828100
2013-01-04,93.930000,94.000000,93.070000,93.900002,69.809776,1739300
2013-01-07,93.430000,94.360001,93.410004,94.220001,70.047668,1335700
2013-01-08,93.800003,93.800003,92.459999,92.959999,69.110939,1340600
2013-01-09,93.169998,94.040001,92.610001,93.989998,69.876663,1289800
2013-01-10,94.279999,94.349998,93.559998,94.110001,69.965904,1634300
2013-01-11,94.459999,94.769997,93.629997,93.709999,69.668518,1174300
2013-01-14,93.089996,93.940002,93.089996,93.910004,69.817207,850100
2013-01-15,93.489998,94.339996,93.349998,94.019997,69.898987,1239200
2013-01-16,93.769997,93.809998,93.040001,93.550003,69.549553,1150600
2013-01-17,93.959999,95.000000,93.709999,94.750000,70.441689,1343700
2013-01-18,94.750000,94.910004,93.879997,93.970001,69.861809,2414700
2013-01-22,94.000000,95.610001,93.790001,95.330002,70.872902,1613600
2013-01-23,94.720001,96.070000,94.019997,96.070000,71.423042,2417000
2013-01-24,96.519997,96.519997,92.900002,93.250000,69.326530,4129600
2013-01-25,93.239998,93.260002,92.279999,92.389999,68.687164,3366100
2013-01-28,92.489998,92.489998,89.019997,89.320000,66.404785,4172000
2013-01-29,89.449997,90.519997,89.300003,89.849998,66.798805,3028500
2013-01-30,89.879997,89.980003,88.029999,88.209999,65.579567,6843500
2013-01-31,88.059998,88.379997,86.720001,86.870003,64.583344,5312000
2013-02-01,87.519997,87.790001,86.370003,87.220001,64.843552,3427400
2013-02-04,86.540001,87.110001,86.370003,86.699997,64.456955,2837700
2013-02-05,87.489998,87.529999,86.589996,87.010002,64.687416,2888300
2013-02-06,86.699997,87.599998,86.610001,87.599998,65.126068,2524000
2013-02-07,87.400002,88.050003,86.849998,87.440002,65.007111,1963100
2013-02-08,87.430000,88.230003,87.430000,88.010002,65.430870,1936900
2013-02-11,87.989998,88.010002,87.209999,87.529999,65.074005,1781700
2013-02-12,87.779999,87.989998,87.010002,87.260002,64.873283,1746900
2013-02-13,87.309998,87.489998,86.489998,87.059998,64.724586,1899900
2013-02-14,86.480003,87.360001,85.879997,87.080002,64.739471,2400200
2013-02-15,87.080002,87.870003,87.050003,87.870003,65.326752,2562400
2013-02-19,87.949997,88.230003,87.410004,88.230003,65.594421,2442200
2013-02-20,87.930000,88.480003,87.720001,87.730003,65.222687,2883900
2013-02-21,87.650002,87.800003,87.099998,87.559998,65.096329,1955700
2013-02-22,87.900002,88.669998,87.650002,88.120003,65.512642,6849200
2013-02-25,88.430000,89.080002,87.709999,87.879997,65.334206,10852400
2013-02-26,88.080002,88.339996,87.040001,87.300003,64.903030,12053400
2013-02-27,85.910004,88.580002,85.910004,88.330002,66.545364,2665700
2013-02-28,88.589996,88.790001,87.940002,88.000000,66.296761,2281700
2013-03-01,87.750000,88.370003,87.089996,88.169998,66.424805,1866200
2013-03-04,87.839996,87.889999,86.510002,87.099998,65.618706,1765900
2013-03-05,87.099998,88.089996,86.900002,87.809998,66.153610,1492500
2013-03-06,88.099998,88.419998,87.709999,88.360001,66.567940,1684400
2013-03-07,88.540001,89.279999,88.419998,88.790001,66.891937,1416200
2013-03-08,89.160004,90.199997,88.980003,89.989998,67.795982,1771100
2013-03-11,89.790001,90.580002,89.699997,90.540001,68.210312,2104000
2013-03-12,90.230003,90.440002,89.949997,90.370003,68.082253,2116100
2013-03-13,90.639999,92.489998,90.300003,92.300003,69.536240,2079100
2013-03-14,92.290001,92.540001,92.010002,92.540001,69.717064,1879400
2013-03-15,92.089996,92.800003,92.019997,92.739998,69.867729,2516400
2013-03-18,91.809998,93.139999,91.699997,92.360001,69.581467,1491200
2013-03-19,92.730003,93.570000,92.459999,92.870003,69.965683,1465500
2013-03-20,93.230003,93.500000,92.230003,92.239998,69.491051,1849800
2013-03-21,92.000000,92.449997,91.650002,91.680000,69.069145,1571500
2013-03-22,92.169998,92.839996,91.800003,92.260002,69.506126,1560400
