Date,Open,High,Low,Close,Adj Close,Volume
2013-03-25,92.610001,93.000000,91.910004,92.309998,69.543762,1324400
2013-03-26,92.750000,93.750000,92.629997,93.699997,70.590958,1974100
2013-03-27,93.239998,94.669998,93.040001,94.470001,71.171074,1904300
2013-03-28,94.389999,96.589996,94.389999,96.519997,72.715485,3824000
2013-04-01,96.139999,96.449997,94.779999,95.000000,71.570358,2139300
2013-04-02,95.500000,95.639999,94.690002,95.010002,71.577896,1676500
2013-04-03,95.279999,96.459999,95.040001,95.089996,71.638145,2627100
2013-04-04,95.489998,96.129997,95.260002,95.400002,71.871719,1465100
2013-04-05,94.830002,95.209999,94.000000,94.529999,71.216270,2581700
2013-04-08,94.580002,95.099998,94.040001,95.089996,71.638145,1197700
2013-04-09,95.320000,95.510002,94.309998,95.410004,71.879234,1432700
2013-04-10,95.860001,96.370003,95.690002,95.980003,72.308655,1372100
2013-04-11,96.339996,97.570000,96.269997,97.300003,73.303116,1868000
2013-04-12,96.900002,97.250000,96.250000,97.180000,73.212708,1235000
2013-04-15,96.559998,97.150002,95.239998,95.440002,71.901840,1636300
2013-04-16,96.070000,96.339996,95.620003,96.260002,72.519638,1516900
2013-04-17,95.889999,96.070000,94.699997,95.559998,71.992241,1883900
2013-04-18,95.849998,95.949997,94.540001,95.019997,71.585434,1287800
2013-04-19,95.500000,96.500000,95.360001,96.279999,72.534683,1487500
2013-04-22,96.599998,96.669998,95.669998,95.849998,72.210709,1378500
2013-04-23,98.250000,99.489998,95.860001,97.059998,73.122284,2489300
2013-04-24,97.629997,98.279999,97.550003,97.690002,73.596939,1913400
2013-04-25,96.040001,98.650002,96.000000,98.269997,74.033905,2109700
2013-04-26,98.269997,99.400002,98.139999,98.970001,74.561256,1634800
2013-04-29,98.989998,99.209999,98.570000,99.059998,74.629051,1232000
2013-04-30,98.599998,99.199997,98.339996,99.089996,74.651680,1813500
2013-05-01,98.900002,100.239998,98.769997,99.349998,74.847527,1957100
2013-05-02,99.529999,101.120003,99.160004,100.669998,75.841988,1805400
2013-05-03,101.000000,102.150002,100.839996,102.010002,76.851486,2356600
2013-05-06,101.720001,102.889999,101.570000,102.190002,76.987099,2300200
2013-05-07,102.250000,102.889999,102.029999,102.879997,77.506927,1497800
2013-05-08,102.559998,102.610001,101.690002,101.800003,76.693298,1972700
2013-05-09,102.000000,102.279999,101.059998,101.349998,76.354256,2024000
2013-05-10,101.230003,101.949997,101.230003,101.940002,76.798782,1307500
2013-05-13,101.879997,102.250000,101.500000,101.889999,76.761078,1327000
2013-05-14,102.000000,102.889999,101.800003,102.870003,77.499413,1115100
2013-05-15,101.800003,104.089996,101.320000,104.050003,78.388382,2214200
2013-05-16,103.919998,104.650002,103.779999,104.000000,78.350693,1574300
2013-05-17,104.529999,106.410004,104.529999,106.410004,80.166351,2610700
2013-05-20,105.930000,107.000000,105.830002,106.559998,80.279350,1501100
2013-05-21,106.779999,107.099998,106.099998,106.989998,80.603279,1452000
2013-05-22,106.820000,107.930000,106.260002,106.489998,80.226593,2119500
2013-05-23,105.680000,106.790001,105.459999,106.300003,80.083473,4760300
2013-05-24,106.080002,107.099998,105.529999,107.059998,80.656013,4807100
2013-05-28,107.760002,108.800003,107.550003,107.750000,81.175850,5380200
2013-05-29,107.150002,107.709999,106.580002,107.309998,80.844376,1546300
2013-05-30,107.629997,108.550003,107.019997,107.029999,81.506897,2068600
2013-05-31,106.669998,107.790001,105.830002,105.830002,80.593071,1975800
2013-06-03,106.000000,106.000000,104.650002,105.440002,80.296051,2035200
2013-06-04,105.239998,105.820000,104.660004,105.070000,80.014297,1554900
2013-06-05,104.860001,104.930000,103.440002,103.589996,78.887215,1333500
2013-06-06,103.800003,104.510002,103.040001,104.370003,79.481224,1652600
2013-06-07,104.559998,107.459999,104.419998,107.360001,81.758202,1826600
2013-06-10,107.440002,107.639999,106.419998,106.669998,81.232758,1108500
2013-06-11,105.959999,106.660004,105.220001,105.959999,80.692055,1139100
2013-06-12,106.910004,107.400002,106.300003,107.050003,81.522110,1597200
2013-06-13,107.040001,108.290001,106.620003,107.970001,82.222733,1831000
2013-06-14,107.750000,108.459999,107.209999,107.699997,82.017136,1053100
2013-06-17,108.250000,109.250000,107.739998,108.269997,82.451202,1144300
2013-06-18,108.580002,109.260002,108.320000,108.849998,82.892876,1656600
2013-06-19,108.760002,109.089996,106.900002,106.930000,81.430763,1566000
2013-06-20,106.260002,106.930000,105.000000,105.040001,79.991463,2591400
2013-06-21,105.500000,106.129997,105.000000,105.059998,80.006668,2836100
2013-06-24,104.709999,104.919998,103.510002,103.830002,79.069992,1419200
2013-06-25,104.500000,104.610001,103.540001,103.669998,78.948158,1467900
2013-06-26,104.500000,105.910004,104.360001,105.769997,80.547386,1666600
2013-06-27,106.150002,107.629997,106.010002,107.360001,81.758202,2536000
2013-06-28,107.110001,108.860001,107.110001,108.459999,82.595879,2717300
2013-07-01,108.459999,108.849998,107.889999,108.059998,82.291306,1509100
2013-07-02,107.959999,107.959999,105.940002,106.400002,81.027122,1587000
2013-07-03,106.290001,107.379997,105.540001,107.199997,81.636368,651600
2013-07-05,107.580002,108.669998,107.370003,108.660004,82.748215,731800
2013-07-08,109.050003,109.389999,108.720001,109.169998,83.136589,1102500
2013-07-09,109.730003,110.309998,109.150002,109.570000,83.441216,1150900
2013-07-10,109.620003,111.680000,109.480003,111.519997,84.926193,1397000
2013-07-11,112.379997,113.160004,112.019997,113.099998,86.129433,1118300
2013-07-12,113.120003,113.570000,111.779999,112.529999,85.695358,1459400
2013-07-15,112.750000,114.370003,112.459999,114.370003,87.096565,1446000
2013-07-16,114.330002,114.510002,112.570000,112.599998,85.748634,1274500
2013-07-17,112.989998,114.080002,112.900002,114.080002,86.875717,1130600
2013-07-18,114.180000,115.389999,114.070000,115.389999,87.873322,1058200
2013-07-19,114.980003,115.629997,114.690002,115.550003,87.995148,1713900
